,number_single,number_female,number_union,mean_attractiveness,corr_results,Model Params,Run
285,32,50,68,0.7110000000000001,0.09558582837919435,"(100, 'attractiveness', 5, 1, 10, 1)",6
286,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
287,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
288,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
289,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
290,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
291,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
292,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
293,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
294,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
295,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
296,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
297,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
298,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
299,28,50,72,0.71,0.08152579162468918,"(100, 'attractiveness', 5, 1, 10, 1)",6
300,26,50,74,0.709,0.08589285437716535,"(100, 'attractiveness', 5, 1, 10, 1)",6
301,24,50,76,0.708,0.054133170214687464,"(100, 'attractiveness', 5, 1, 10, 1)",6
302,22,50,78,0.708,0.04979449543822004,"(100, 'attractiveness', 5, 1, 10, 1)",6
303,22,50,78,0.708,0.04979449543822004,"(100, 'attractiveness', 5, 1, 10, 1)",6
304,18,50,82,0.7070000000000001,0.050284084003826994,"(100, 'attractiveness', 5, 1, 10, 1)",6
305,18,50,82,0.7070000000000001,0.050284084003826994,"(100, 'attractiveness', 5, 1, 10, 1)",6
306,18,50,82,0.7070000000000001,0.050284084003826994,"(100, 'attractiveness', 5, 1, 10, 1)",6
307,18,50,82,0.7070000000000001,0.050284084003826994,"(100, 'attractiveness', 5, 1, 10, 1)",6
308,16,50,84,0.705,0.08074365093347845,"(100, 'attractiveness', 5, 1, 10, 1)",6
309,16,50,84,0.705,0.08074365093347845,"(100, 'attractiveness', 5, 1, 10, 1)",6
310,14,50,86,0.702,0.11274842558980128,"(100, 'attractiveness', 5, 1, 10, 1)",6
311,14,50,86,0.702,0.11274842558980128,"(100, 'attractiveness', 5, 1, 10, 1)",6
312,100,50,0,,,"(100, 'attractiveness', 10, 1, 5, 1)",7
313,94,50,6,0.776,-0.9833811240119223,"(100, 'attractiveness', 10, 1, 5, 1)",7
314,92,50,8,0.765,-0.6049081128927378,"(100, 'attractiveness', 10, 1, 5, 1)",7
315,86,50,14,0.764,-0.5064231071633865,"(100, 'attractiveness', 10, 1, 5, 1)",7
316,82,50,18,0.755,-0.4755226447296392,"(100, 'attractiveness', 10, 1, 5, 1)",7
317,76,50,24,0.745,-0.2565324997326932,"(100, 'attractiveness', 10, 1, 5, 1)",7
318,74,50,26,0.745,-0.2565278411558817,"(100, 'attractiveness', 10, 1, 5, 1)",7
319,68,50,32,0.747,-0.1520241018208454,"(100, 'attractiveness', 10, 1, 5, 1)",7
320,66,50,34,0.745,-0.19071181150072847,"(100, 'attractiveness', 10, 1, 5, 1)",7
321,64,50,36,0.745,-0.19667187845361928,"(100, 'attractiveness', 10, 1, 5, 1)",7
322,60,50,40,0.744,-0.20487085916513623,"(100, 'attractiveness', 10, 1, 5, 1)",7
323,60,50,40,0.744,-0.20487085916513623,"(100, 'attractiveness', 10, 1, 5, 1)",7
324,56,50,44,0.743,-0.2219020097990843,"(100, 'attractiveness', 10, 1, 5, 1)",7
325,56,50,44,0.743,-0.2219020097990843,"(100, 'attractiveness', 10, 1, 5, 1)",7
326,54,50,46,0.738,-0.18250366177059016,"(100, 'attractiveness', 10, 1, 5, 1)",7
327,52,50,48,0.737,-0.2183899918259673,"(100, 'attractiveness', 10, 1, 5, 1)",7
328,50,50,50,0.737,-0.22240951799711645,"(100, 'attractiveness', 10, 1, 5, 1)",7
329,50,50,50,0.737,-0.22240951799711645,"(100, 'attractiveness', 10, 1, 5, 1)",7
330,48,50,52,0.733,-0.11235184332351443,"(100, 'attractiveness', 10, 1, 5, 1)",7
331,46,50,54,0.733,-0.11281911208262546,"(100, 'attractiveness', 10, 1, 5, 1)",7
332,46,50,54,0.733,-0.11281911208262546,"(100, 'attractiveness', 10, 1, 5, 1)",7
333,46,50,54,0.733,-0.11281911208262546,"(100, 'attractiveness', 10, 1, 5, 1)",7
334,42,50,58,0.732,-0.15858994293830234,"(100, 'attractiveness', 10, 1, 5, 1)",7
335,40,50,60,0.733,-0.1609206445208577,"(100, 'attractiveness', 10, 1, 5, 1)",7
336,40,50,60,0.733,-0.1609206445208577,"(100, 'attractiveness', 10, 1, 5, 1)",7
337,38,50,62,0.733,-0.16311220050214228,"(100, 'attractiveness', 10, 1, 5, 1)",7
338,34,50,66,0.733,-0.24817008898065354,"(100, 'attractiveness', 10, 1, 5, 1)",7
339,32,50,68,0.731,-0.20471202102386435,"(100, 'attractiveness', 10, 1, 5, 1)",7
340,30,50,70,0.729,-0.21744904771671417,"(100, 'attractiveness', 10, 1, 5, 1)",7
341,30,50,70,0.729,-0.21744904771671417,"(100, 'attractiveness', 10, 1, 5, 1)",7
342,26,50,74,0.7230000000000001,-0.004297022893930114,"(100, 'attractiveness', 10, 1, 5, 1)",7
343,26,50,74,0.7230000000000001,-0.004297022893930114,"(100, 'attractiveness', 10, 1, 5, 1)",7
344,26,50,74,0.7230000000000001,-0.004297022893930114,"(100, 'attractiveness', 10, 1, 5, 1)",7
345,24,50,76,0.722,-0.004199648739423858,"(100, 'attractiveness', 10, 1, 5, 1)",7
346,22,50,78,0.722,-0.010324668782060849,"(100, 'attractiveness', 10, 1, 5, 1)",7
347,20,50,80,0.7190000000000001,0.059716462377698246,"(100, 'attractiveness', 10, 1, 5, 1)",7
348,18,50,82,0.718,0.06397712380032537,"(100, 'attractiveness', 10, 1, 5, 1)",7
349,18,50,82,0.718,0.06397712380032537,"(100, 'attractiveness', 10, 1, 5, 1)",7
350,18,50,82,0.718,0.06397712380032537,"(100, 'attractiveness', 10, 1, 5, 1)",7
351,18,50,82,0.718,0.06397712380032537,"(100, 'attractiveness', 10, 1, 5, 1)",7
352,18,50,82,0.718,0.06397712380032537,"(100, 'attractiveness', 10, 1, 5, 1)",7
353,18,50,82,0.718,0.06397712380032537,"(100, 'attractiveness', 10, 1, 5, 1)",7
354,16,50,84,0.717,0.0263347893576063,"(100, 'attractiveness', 10, 1, 5, 1)",7
355,16,50,84,0.717,0.0263347893576063,"(100, 'attractiveness', 10, 1, 5, 1)",7
356,16,50,84,0.717,0.0263347893576063,"(100, 'attractiveness', 10, 1, 5, 1)",7
357,14,50,86,0.716,0.03789077817419597,"(100, 'attractiveness', 10, 1, 5, 1)",7
358,14,50,86,0.716,0.03789077817419597,"(100, 'attractiveness', 10, 1, 5, 1)",7
359,14,50,86,0.716,0.03789077817419597,"(100, 'attractiveness', 10, 1, 5, 1)",7
360,12,50,88,0.714,0.07267327099435145,"(100, 'attractiveness', 10, 1, 5, 1)",7
361,12,50,88,0.714,0.07267327099435145,"(100, 'attractiveness', 10, 1, 5, 1)",7
362,12,50,88,0.714,0.07267327099435145,"(100, 'attractiveness', 10, 1, 5, 1)",7
363,12,50,88,0.714,0.07267327099435145,"(100, 'attractiveness', 10, 1, 5, 1)",7
364,100,50,0,,,"(100, 'attractiveness', 10, 1, 5, 1)",8
365,94,50,6,0.6990000000000001,0.9909426584356814,"(100, 'attractiveness', 10, 1, 5, 1)",8
366,88,50,12,0.737,-0.03246872358747527,"(100, 'attractiveness', 10, 1, 5, 1)",8
367,86,50,14,0.734,-0.0933335053488372,"(100, 'attractiveness', 10, 1, 5, 1)",8
368,84,50,16,0.741,-0.0839068605323143,"(100, 'attractiveness', 10, 1, 5, 1)",8
369,80,50,20,0.741,-0.05504778081809145,"(100, 'attractiveness', 10, 1, 5, 1)",8
370,80,50,20,0.741,-0.05504778081809145,"(100, 'attractiveness', 10, 1, 5, 1)",8
371,74,50,26,0.737,0.13563166031800256,"(100, 'attractiveness', 10, 1, 5, 1)",8
372,70,50,30,0.733,0.07127013390180659,"(100, 'attractiveness', 10, 1, 5, 1)",8
373,64,50,36,0.735,0.15667023283370443,"(100, 'attractiveness', 10, 1, 5, 1)",8
374,64,50,36,0.735,0.15667023283370443,"(100, 'attractiveness', 10, 1, 5, 1)",8
375,62,50,38,0.733,0.09592464488119302,"(100, 'attractiveness', 10, 1, 5, 1)",8
376,58,50,42,0.731,0.10850069373256248,"(100, 'attractiveness', 10, 1, 5, 1)",8
377,58,50,42,0.731,0.10850069373256248,"(100, 'attractiveness', 10, 1, 5, 1)",8
378,58,50,42,0.731,0.10850069373256248,"(100, 'attractiveness', 10, 1, 5, 1)",8
379,56,50,44,0.729,0.10673911485802115,"(100, 'attractiveness', 10, 1, 5, 1)",8
380,54,50,46,0.73,0.0998548449042576,"(100, 'attractiveness', 10, 1, 5, 1)",8
381,54,50,46,0.73,0.0998548449042576,"(100, 'attractiveness', 10, 1, 5, 1)",8
382,54,50,46,0.73,0.0998548449042576,"(100, 'attractiveness', 10, 1, 5, 1)",8
383,52,50,48,0.73,0.0543407991002985,"(100, 'attractiveness', 10, 1, 5, 1)",8
384,50,50,50,0.729,0.04162531703717725,"(100, 'attractiveness', 10, 1, 5, 1)",8
385,50,50,50,0.729,0.04162531703717725,"(100, 'attractiveness', 10, 1, 5, 1)",8
386,46,50,54,0.725,0.2641440750798139,"(100, 'attractiveness', 10, 1, 5, 1)",8
387,44,50,56,0.7230000000000001,0.26256114454034335,"(100, 'attractiveness', 10, 1, 5, 1)",8
388,40,50,60,0.724,0.25725051218867084,"(100, 'attractiveness', 10, 1, 5, 1)",8
389,38,50,62,0.725,0.2293197710495883,"(100, 'attractiveness', 10, 1, 5, 1)",8
390,38,50,62,0.725,0.2293197710495883,"(100, 'attractiveness', 10, 1, 5, 1)",8
391,32,50,68,0.722,0.16679693427670053,"(100, 'attractiveness', 10, 1, 5, 1)",8
392,32,50,68,0.722,0.16679693427670053,"(100, 'attractiveness', 10, 1, 5, 1)",8
393,28,50,72,0.7190000000000001,0.17600449200923032,"(100, 'attractiveness', 10, 1, 5, 1)",8
394,28,50,72,0.7190000000000001,0.17600449200923032,"(100, 'attractiveness', 10, 1, 5, 1)",8
395,26,50,74,0.717,0.16436837819380973,"(100, 'attractiveness', 10, 1, 5, 1)",8
396,26,50,74,0.717,0.16436837819380973,"(100, 'attractiveness', 10, 1, 5, 1)",8
397,24,50,76,0.717,0.09914791632894208,"(100, 'attractiveness', 10, 1, 5, 1)",8
398,24,50,76,0.717,0.09914791632894208,"(100, 'attractiveness', 10, 1, 5, 1)",8
399,22,50,78,0.7150000000000001,0.08120374487868535,"(100, 'attractiveness', 10, 1, 5, 1)",8
400,22,50,78,0.7150000000000001,0.08120374487868535,"(100, 'attractiveness', 10, 1, 5, 1)",8
401,22,50,78,0.7150000000000001,0.08120374487868535,"(100, 'attractiveness', 10, 1, 5, 1)",8
402,20,50,80,0.714,0.0544899407574006,"(100, 'attractiveness', 10, 1, 5, 1)",8
403,18,50,82,0.712,0.07996920293717272,"(100, 'attractiveness', 10, 1, 5, 1)",8
404,16,50,84,0.71,0.13101140018816756,"(100, 'attractiveness', 10, 1, 5, 1)",8
405,16,50,84,0.71,0.13101140018816756,"(100, 'attractiveness', 10, 1, 5, 1)",8
406,16,50,84,0.71,0.13101140018816756,"(100, 'attractiveness', 10, 1, 5, 1)",8
407,16,50,84,0.71,0.13101140018816756,"(100, 'attractiveness', 10, 1, 5, 1)",8
408,14,50,86,0.708,0.12404982209914274,"(100, 'attractiveness', 10, 1, 5, 1)",8
409,14,50,86,0.708,0.12404982209914274,"(100, 'attractiveness', 10, 1, 5, 1)",8
410,14,50,86,0.708,0.12404982209914274,"(100, 'attractiveness', 10, 1, 5, 1)",8
411,12,50,88,0.7070000000000001,0.12744398228523168,"(100, 'attractiveness', 10, 1, 5, 1)",8
412,12,50,88,0.7070000000000001,0.12744398228523168,"(100, 'attractiveness', 10, 1, 5, 1)",8
413,10,50,90,0.7070000000000001,0.12617118336767624,"(100, 'attractiveness', 10, 1, 5, 1)",8
414,10,50,90,0.7070000000000001,0.12617118336767624,"(100, 'attractiveness', 10, 1, 5, 1)",8
415,8,50,92,0.706,0.12565985246575198,"(100, 'attractiveness', 10, 1, 5, 1)",8
416,100,50,0,,,"(100, 'attractiveness', 10, 1, 5, 1)",9
417,94,50,6,0.729,0.22941666556778906,"(100, 'attractiveness', 10, 1, 5, 1)",9
418,90,50,10,0.721,0.11820319452586457,"(100, 'attractiveness', 10, 1, 5, 1)",9
419,86,50,14,0.725,0.13769665630766964,"(100, 'attractiveness', 10, 1, 5, 1)",9
420,86,50,14,0.725,0.13769665630766964,"(100, 'attractiveness', 10, 1, 5, 1)",9
421,84,50,16,0.722,0.07689795444329627,"(100, 'attractiveness', 10, 1, 5, 1)",9
422,84,50,16,0.722,0.07689795444329627,"(100, 'attractiveness', 10, 1, 5, 1)",9
423,78,50,22,0.722,0.24037595526145944,"(100, 'attractiveness', 10, 1, 5, 1)",9
424,76,50,24,0.72,0.21902875969462898,"(100, 'attractiveness', 10, 1, 5, 1)",9
425,66,50,34,0.7150000000000001,0.05876018366805543,"(100, 'attractiveness', 10, 1, 5, 1)",9
426,64,50,36,0.713,0.04093877264830598,"(100, 'attractiveness', 10, 1, 5, 1)",9
427,60,50,40,0.717,0.02840383471583326,"(100, 'attractiveness', 10, 1, 5, 1)",9
428,60,50,40,0.717,0.02840383471583326,"(100, 'attractiveness', 10, 1, 5, 1)",9
429,56,50,44,0.713,-0.030219874390943428,"(100, 'attractiveness', 10, 1, 5, 1)",9
430,56,50,44,0.713,-0.030219874390943428,"(100, 'attractiveness', 10, 1, 5, 1)",9
431,54,50,46,0.714,-0.07764347175367577,"(100, 'attractiveness', 10, 1, 5, 1)",9
432,54,50,46,0.714,-0.07764347175367577,"(100, 'attractiveness', 10, 1, 5, 1)",9
433,52,50,48,0.7150000000000001,-0.07924098426194501,"(100, 'attractiveness', 10, 1, 5, 1)",9
434,52,50,48,0.7150000000000001,-0.07924098426194501,"(100, 'attractiveness', 10, 1, 5, 1)",9
435,50,50,50,0.7150000000000001,-0.1161048603821137,"(100, 'attractiveness', 10, 1, 5, 1)",9
436,46,50,54,0.7150000000000001,-0.03167110363386027,"(100, 'attractiveness', 10, 1, 5, 1)",9
437,44,50,56,0.7150000000000001,-0.029859108747641774,"(100, 'attractiveness', 10, 1, 5, 1)",9
438,42,50,58,0.717,-0.0035871967108979954,"(100, 'attractiveness', 10, 1, 5, 1)",9
439,38,50,62,0.716,-0.01686272324993858,"(100, 'attractiveness', 10, 1, 5, 1)",9
440,34,50,66,0.717,-0.02922487590203286,"(100, 'attractiveness', 10, 1, 5, 1)",9
441,32,50,68,0.7190000000000001,-0.06399440630498457,"(100, 'attractiveness', 10, 1, 5, 1)",9
442,32,50,68,0.7190000000000001,-0.06399440630498457,"(100, 'attractiveness', 10, 1, 5, 1)",9
443,32,50,68,0.7190000000000001,-0.06399440630498457,"(100, 'attractiveness', 10, 1, 5, 1)",9
444,28,50,72,0.717,-0.11139739876064951,"(100, 'attractiveness', 10, 1, 5, 1)",9
445,26,50,74,0.716,-0.12697798350869127,"(100, 'attractiveness', 10, 1, 5, 1)",9
446,22,50,78,0.714,-0.09601794333403675,"(100, 'attractiveness', 10, 1, 5, 1)",9
447,18,50,82,0.712,-0.08888947771485907,"(100, 'attractiveness', 10, 1, 5, 1)",9
448,18,50,82,0.712,-0.08888947771485907,"(100, 'attractiveness', 10, 1, 5, 1)",9
449,18,50,82,0.712,-0.08888947771485907,"(100, 'attractiveness', 10, 1, 5, 1)",9
450,18,50,82,0.712,-0.08888947771485907,"(100, 'attractiveness', 10, 1, 5, 1)",9
451,18,50,82,0.712,-0.08888947771485907,"(100, 'attractiveness', 10, 1, 5, 1)",9
452,18,50,82,0.712,-0.08888947771485907,"(100, 'attractiveness', 10, 1, 5, 1)",9
453,16,50,84,0.7110000000000001,-0.08901684018318842,"(100, 'attractiveness', 10, 1, 5, 1)",9
454,14,50,86,0.7110000000000001,-0.08528040529646945,"(100, 'attractiveness', 10, 1, 5, 1)",9
455,14,50,86,0.7110000000000001,-0.08528040529646945,"(100, 'attractiveness', 10, 1, 5, 1)",9
456,14,50,86,0.7110000000000001,-0.08528040529646945,"(100, 'attractiveness', 10, 1, 5, 1)",9
457,14,50,86,0.7110000000000001,-0.08528040529646945,"(100, 'attractiveness', 10, 1, 5, 1)",9
458,12,50,88,0.7110000000000001,-0.11280347528202336,"(100, 'attractiveness', 10, 1, 5, 1)",9
459,12,50,88,0.7110000000000001,-0.11280347528202336,"(100, 'attractiveness', 10, 1, 5, 1)",9
460,12,50,88,0.7110000000000001,-0.11280347528202336,"(100, 'attractiveness', 10, 1, 5, 1)",9
461,10,50,90,0.71,-0.11585880107409814,"(100, 'attractiveness', 10, 1, 5, 1)",9
462,10,50,90,0.71,-0.11585880107409814,"(100, 'attractiveness', 10, 1, 5, 1)",9
463,10,50,90,0.71,-0.11585880107409814,"(100, 'attractiveness', 10, 1, 5, 1)",9
464,10,50,90,0.71,-0.11585880107409814,"(100, 'attractiveness', 10, 1, 5, 1)",9
465,10,50,90,0.71,-0.11585880107409814,"(100, 'attractiveness', 10, 1, 5, 1)",9
466,10,50,90,0.71,-0.11585880107409814,"(100, 'attractiveness', 10, 1, 5, 1)",9
467,10,50,90,0.71,-0.11585880107409814,"(100, 'attractiveness', 10, 1, 5, 1)",9
468,100,50,0,,,"(100, 'attractiveness', 10, 1, 10, 1)",10
469,60,50,40,0.9359999999999999,-0.030374960113271413,"(100, 'attractiveness', 10, 1, 10, 1)",10
470,46,50,54,0.932,-0.11498854927164834,"(100, 'attractiveness', 10, 1, 10, 1)",10
471,34,50,66,0.933,-0.20463244295942623,"(100, 'attractiveness', 10, 1, 10, 1)",10
472,32,50,68,0.932,-0.19100293183420153,"(100, 'attractiveness', 10, 1, 10, 1)",10
473,28,50,72,0.9289999999999999,-0.23768992169804673,"(100, 'attractiveness', 10, 1, 10, 1)",10
474,26,50,74,0.9289999999999999,-0.2586998830494923,"(100, 'attractiveness', 10, 1, 10, 1)",10
475,24,50,76,0.9289999999999999,-0.26296443247916834,"(100, 'attractiveness', 10, 1, 10, 1)",10
476,22,50,78,0.93,-0.2507907082637333,"(100, 'attractiveness', 10, 1, 10, 1)",10
477,14,50,86,0.9289999999999999,-0.21984205579426214,"(100, 'attractiveness', 10, 1, 10, 1)",10
478,14,50,86,0.9289999999999999,-0.21984205579426214,"(100, 'attractiveness', 10, 1, 10, 1)",10
479,12,50,88,0.9289999999999999,-0.21966441536954173,"(100, 'attractiveness', 10, 1, 10, 1)",10
480,12,50,88,0.9289999999999999,-0.21966441536954173,"(100, 'attractiveness', 10, 1, 10, 1)",10
481,10,50,90,0.9279999999999999,-0.1959254648458646,"(100, 'attractiveness', 10, 1, 10, 1)",10
482,10,50,90,0.9279999999999999,-0.1959254648458646,"(100, 'attractiveness', 10, 1, 10, 1)",10
483,10,50,90,0.9279999999999999,-0.1959254648458646,"(100, 'attractiveness', 10, 1, 10, 1)",10
484,10,50,90,0.9279999999999999,-0.1959254648458646,"(100, 'attractiveness', 10, 1, 10, 1)",10
485,10,50,90,0.9279999999999999,-0.1959254648458646,"(100, 'attractiveness', 10, 1, 10, 1)",10
486,10,50,90,0.9279999999999999,-0.1959254648458646,"(100, 'attractiveness', 10, 1, 10, 1)",10
487,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
488,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
489,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
490,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
491,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
492,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
493,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
494,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
495,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
496,8,50,92,0.9279999999999999,-0.20609919531728654,"(100, 'attractiveness', 10, 1, 10, 1)",10
497,6,50,94,0.9279999999999999,-0.2009827986892461,"(100, 'attractiveness', 10, 1, 10, 1)",10
498,6,50,94,0.9279999999999999,-0.2009827986892461,"(100, 'attractiveness', 10, 1, 10, 1)",10
499,6,50,94,0.9279999999999999,-0.2009827986892461,"(100, 'attractiveness', 10, 1, 10, 1)",10
500,6,50,94,0.9279999999999999,-0.2009827986892461,"(100, 'attractiveness', 10, 1, 10, 1)",10
501,6,50,94,0.9279999999999999,-0.2009827986892461,"(100, 'attractiveness', 10, 1, 10, 1)",10
502,6,50,94,0.9279999999999999,-0.2009827986892461,"(100, 'attractiveness', 10, 1, 10, 1)",10
503,6,50,94,0.9279999999999999,-0.2009827986892461,"(100, 'attractiveness', 10, 1, 10, 1)",10
504,6,50,94,0.9279999999999999,-0.2009827986892461,"(100, 'attractiveness', 10, 1, 10, 1)",10
505,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
506,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
507,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
508,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
509,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
510,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
511,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
512,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
513,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
514,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
515,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
516,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
517,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
518,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
519,4,50,96,0.9269999999999999,-0.23360958794397427,"(100, 'attractiveness', 10, 1, 10, 1)",10
520,100,50,0,,,"(100, 'attractiveness', 10, 1, 10, 1)",11
521,78,50,22,0.925,0.19732936493380757,"(100, 'attractiveness', 10, 1, 10, 1)",11
522,60,50,40,0.9269999999999999,-0.06958745165369573,"(100, 'attractiveness', 10, 1, 10, 1)",11
523,50,50,50,0.922,-0.0034234035350216466,"(100, 'attractiveness', 10, 1, 10, 1)",11
524,42,50,58,0.923,-0.060326050241334576,"(100, 'attractiveness', 10, 1, 10, 1)",11
525,40,50,60,0.925,-0.03236222952066629,"(100, 'attractiveness', 10, 1, 10, 1)",11
526,34,50,66,0.9269999999999999,-0.02660091395014641,"(100, 'attractiveness', 10, 1, 10, 1)",11
527,34,50,66,0.9269999999999999,-0.02660091395014641,"(100, 'attractiveness', 10, 1, 10, 1)",11
528,24,50,76,0.924,0.016696545554397806,"(100, 'attractiveness', 10, 1, 10, 1)",11
529,24,50,76,0.924,0.016696545554397806,"(100, 'attractiveness', 10, 1, 10, 1)",11
530,24,50,76,0.924,0.016696545554397806,"(100, 'attractiveness', 10, 1, 10, 1)",11
531,20,50,80,0.9259999999999999,0.02870534417450521,"(100, 'attractiveness', 10, 1, 10, 1)",11
532,20,50,80,0.9259999999999999,0.02870534417450521,"(100, 'attractiveness', 10, 1, 10, 1)",11
533,16,50,84,0.925,-0.01667092021112015,"(100, 'attractiveness', 10, 1, 10, 1)",11
534,14,50,86,0.925,-0.03385923292174588,"(100, 'attractiveness', 10, 1, 10, 1)",11
535,14,50,86,0.925,-0.03385923292174588,"(100, 'attractiveness', 10, 1, 10, 1)",11
536,14,50,86,0.925,-0.03385923292174588,"(100, 'attractiveness', 10, 1, 10, 1)",11
537,12,50,88,0.925,-0.04512357601069067,"(100, 'attractiveness', 10, 1, 10, 1)",11
538,12,50,88,0.925,-0.04512357601069067,"(100, 'attractiveness', 10, 1, 10, 1)",11
539,10,50,90,0.925,-0.04476137836485907,"(100, 'attractiveness', 10, 1, 10, 1)",11
540,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
541,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
542,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
543,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
544,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
545,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
546,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
547,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
548,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
549,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
550,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
551,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
552,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
553,8,50,92,0.924,-0.036274363368428805,"(100, 'attractiveness', 10, 1, 10, 1)",11
554,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
555,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
556,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
557,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
558,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
559,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
560,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
561,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
562,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
563,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
