,number_single,number_female,number_union,mean_attractiveness,corr_results,Model Params,Run
564,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
565,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
566,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
567,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
568,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
569,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
570,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
571,6,50,94,0.925,-0.028410459212806754,"(100, 'attractiveness', 10, 1, 10, 1)",11
572,100,50,0,,,"(100, 'attractiveness', 10, 1, 10, 1)",12
573,76,50,24,0.9259999999999999,-0.17810974994677226,"(100, 'attractiveness', 10, 1, 10, 1)",12
574,66,50,34,0.9259999999999999,-0.30575582393713363,"(100, 'attractiveness', 10, 1, 10, 1)",12
575,54,50,46,0.931,-0.22207550939421836,"(100, 'attractiveness', 10, 1, 10, 1)",12
576,44,50,56,0.9289999999999999,-0.1611004708684783,"(100, 'attractiveness', 10, 1, 10, 1)",12
577,40,50,60,0.9279999999999999,-0.07913022109458576,"(100, 'attractiveness', 10, 1, 10, 1)",12
578,38,50,62,0.9279999999999999,-0.08663896581024533,"(100, 'attractiveness', 10, 1, 10, 1)",12
579,36,50,64,0.93,-0.05954975586132967,"(100, 'attractiveness', 10, 1, 10, 1)",12
580,36,50,64,0.93,-0.05954975586132967,"(100, 'attractiveness', 10, 1, 10, 1)",12
581,36,50,64,0.93,-0.05954975586132967,"(100, 'attractiveness', 10, 1, 10, 1)",12
582,34,50,66,0.9279999999999999,-0.050708685498250645,"(100, 'attractiveness', 10, 1, 10, 1)",12
583,30,50,70,0.9259999999999999,-0.03646303733709255,"(100, 'attractiveness', 10, 1, 10, 1)",12
584,30,50,70,0.9259999999999999,-0.03646303733709255,"(100, 'attractiveness', 10, 1, 10, 1)",12
585,28,50,72,0.9269999999999999,-0.0326043009509073,"(100, 'attractiveness', 10, 1, 10, 1)",12
586,26,50,74,0.9259999999999999,-0.037284107737257474,"(100, 'attractiveness', 10, 1, 10, 1)",12
587,26,50,74,0.9259999999999999,-0.037284107737257474,"(100, 'attractiveness', 10, 1, 10, 1)",12
588,24,50,76,0.9259999999999999,-0.0507265969808472,"(100, 'attractiveness', 10, 1, 10, 1)",12
589,22,50,78,0.925,-0.0382926507965166,"(100, 'attractiveness', 10, 1, 10, 1)",12
590,22,50,78,0.925,-0.0382926507965166,"(100, 'attractiveness', 10, 1, 10, 1)",12
591,22,50,78,0.925,-0.0382926507965166,"(100, 'attractiveness', 10, 1, 10, 1)",12
592,22,50,78,0.925,-0.0382926507965166,"(100, 'attractiveness', 10, 1, 10, 1)",12
593,20,50,80,0.925,-0.04394463304329599,"(100, 'attractiveness', 10, 1, 10, 1)",12
594,20,50,80,0.925,-0.04394463304329599,"(100, 'attractiveness', 10, 1, 10, 1)",12
595,20,50,80,0.925,-0.04394463304329599,"(100, 'attractiveness', 10, 1, 10, 1)",12
596,18,50,82,0.925,-0.044201273258572225,"(100, 'attractiveness', 10, 1, 10, 1)",12
597,18,50,82,0.925,-0.044201273258572225,"(100, 'attractiveness', 10, 1, 10, 1)",12
598,18,50,82,0.925,-0.044201273258572225,"(100, 'attractiveness', 10, 1, 10, 1)",12
599,18,50,82,0.925,-0.044201273258572225,"(100, 'attractiveness', 10, 1, 10, 1)",12
600,16,50,84,0.925,-0.04428366561125929,"(100, 'attractiveness', 10, 1, 10, 1)",12
601,16,50,84,0.925,-0.04428366561125929,"(100, 'attractiveness', 10, 1, 10, 1)",12
602,16,50,84,0.925,-0.04428366561125929,"(100, 'attractiveness', 10, 1, 10, 1)",12
603,16,50,84,0.925,-0.04428366561125929,"(100, 'attractiveness', 10, 1, 10, 1)",12
604,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
605,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
606,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
607,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
608,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
609,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
610,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
611,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
612,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
613,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
614,14,50,86,0.9259999999999999,-0.046676958122706246,"(100, 'attractiveness', 10, 1, 10, 1)",12
615,12,50,88,0.925,-0.03970027913126478,"(100, 'attractiveness', 10, 1, 10, 1)",12
616,12,50,88,0.925,-0.03970027913126478,"(100, 'attractiveness', 10, 1, 10, 1)",12
617,12,50,88,0.925,-0.03970027913126478,"(100, 'attractiveness', 10, 1, 10, 1)",12
618,10,50,90,0.925,-0.0590020135959879,"(100, 'attractiveness', 10, 1, 10, 1)",12
619,10,50,90,0.925,-0.0590020135959879,"(100, 'attractiveness', 10, 1, 10, 1)",12
620,8,50,92,0.923,-0.08987060593550059,"(100, 'attractiveness', 10, 1, 10, 1)",12
621,8,50,92,0.923,-0.08987060593550059,"(100, 'attractiveness', 10, 1, 10, 1)",12
622,8,50,92,0.923,-0.08987060593550059,"(100, 'attractiveness', 10, 1, 10, 1)",12
623,8,50,92,0.923,-0.08987060593550059,"(100, 'attractiveness', 10, 1, 10, 1)",12
624,100,50,0,,,"(100, 'matching', 5, 1, 5, 1)",13
625,70,50,30,0.518,0.4758077775428205,"(100, 'matching', 5, 1, 5, 1)",13
626,54,50,46,0.501,0.5328460299377923,"(100, 'matching', 5, 1, 5, 1)",13
627,42,50,58,0.49000000000000005,0.5038812992729704,"(100, 'matching', 5, 1, 5, 1)",13
628,40,50,60,0.491,0.49982586583463523,"(100, 'matching', 5, 1, 5, 1)",13
629,34,50,66,0.491,0.4530063039854352,"(100, 'matching', 5, 1, 5, 1)",13
630,34,50,66,0.491,0.4530063039854352,"(100, 'matching', 5, 1, 5, 1)",13
631,32,50,68,0.487,0.498910795522981,"(100, 'matching', 5, 1, 5, 1)",13
632,32,50,68,0.487,0.498910795522981,"(100, 'matching', 5, 1, 5, 1)",13
633,30,50,70,0.484,0.5024460428755662,"(100, 'matching', 5, 1, 5, 1)",13
634,30,50,70,0.484,0.5024460428755662,"(100, 'matching', 5, 1, 5, 1)",13
635,28,50,72,0.488,0.5328240804746195,"(100, 'matching', 5, 1, 5, 1)",13
636,26,50,74,0.49000000000000005,0.49855066965882633,"(100, 'matching', 5, 1, 5, 1)",13
637,26,50,74,0.49000000000000005,0.49855066965882633,"(100, 'matching', 5, 1, 5, 1)",13
638,26,50,74,0.49000000000000005,0.49855066965882633,"(100, 'matching', 5, 1, 5, 1)",13
639,22,50,78,0.49800000000000005,0.5735185794265552,"(100, 'matching', 5, 1, 5, 1)",13
640,22,50,78,0.49800000000000005,0.5735185794265552,"(100, 'matching', 5, 1, 5, 1)",13
641,20,50,80,0.504,0.6233027766190176,"(100, 'matching', 5, 1, 5, 1)",13
642,20,50,80,0.504,0.6233027766190176,"(100, 'matching', 5, 1, 5, 1)",13
643,18,50,82,0.502,0.6263767865389712,"(100, 'matching', 5, 1, 5, 1)",13
644,18,50,82,0.502,0.6263767865389712,"(100, 'matching', 5, 1, 5, 1)",13
645,18,50,82,0.502,0.6263767865389712,"(100, 'matching', 5, 1, 5, 1)",13
646,18,50,82,0.502,0.6263767865389712,"(100, 'matching', 5, 1, 5, 1)",13
647,14,50,86,0.502,0.6086534685758086,"(100, 'matching', 5, 1, 5, 1)",13
648,14,50,86,0.502,0.6086534685758086,"(100, 'matching', 5, 1, 5, 1)",13
649,12,50,88,0.501,0.4888501939683761,"(100, 'matching', 5, 1, 5, 1)",13
650,12,50,88,0.501,0.4888501939683761,"(100, 'matching', 5, 1, 5, 1)",13
651,10,50,90,0.502,0.4869514169780017,"(100, 'matching', 5, 1, 5, 1)",13
652,10,50,90,0.502,0.4869514169780017,"(100, 'matching', 5, 1, 5, 1)",13
653,10,50,90,0.502,0.4869514169780017,"(100, 'matching', 5, 1, 5, 1)",13
654,10,50,90,0.502,0.4869514169780017,"(100, 'matching', 5, 1, 5, 1)",13
655,10,50,90,0.502,0.4869514169780017,"(100, 'matching', 5, 1, 5, 1)",13
656,10,50,90,0.502,0.4869514169780017,"(100, 'matching', 5, 1, 5, 1)",13
657,10,50,90,0.502,0.4869514169780017,"(100, 'matching', 5, 1, 5, 1)",13
658,8,50,92,0.501,0.4893228552495183,"(100, 'matching', 5, 1, 5, 1)",13
659,8,50,92,0.501,0.4893228552495183,"(100, 'matching', 5, 1, 5, 1)",13
660,8,50,92,0.501,0.4893228552495183,"(100, 'matching', 5, 1, 5, 1)",13
661,8,50,92,0.501,0.4893228552495183,"(100, 'matching', 5, 1, 5, 1)",13
662,8,50,92,0.501,0.4893228552495183,"(100, 'matching', 5, 1, 5, 1)",13
663,8,50,92,0.501,0.4893228552495183,"(100, 'matching', 5, 1, 5, 1)",13
664,8,50,92,0.501,0.4893228552495183,"(100, 'matching', 5, 1, 5, 1)",13
665,8,50,92,0.501,0.4893228552495183,"(100, 'matching', 5, 1, 5, 1)",13
666,6,50,94,0.501,0.4095929334056014,"(100, 'matching', 5, 1, 5, 1)",13
667,6,50,94,0.501,0.4095929334056014,"(100, 'matching', 5, 1, 5, 1)",13
668,6,50,94,0.501,0.4095929334056014,"(100, 'matching', 5, 1, 5, 1)",13
669,4,50,96,0.502,0.35543605294489106,"(100, 'matching', 5, 1, 5, 1)",13
670,4,50,96,0.502,0.35543605294489106,"(100, 'matching', 5, 1, 5, 1)",13
671,4,50,96,0.502,0.35543605294489106,"(100, 'matching', 5, 1, 5, 1)",13
672,4,50,96,0.502,0.35543605294489106,"(100, 'matching', 5, 1, 5, 1)",13
673,4,50,96,0.502,0.35543605294489106,"(100, 'matching', 5, 1, 5, 1)",13
674,4,50,96,0.502,0.35543605294489106,"(100, 'matching', 5, 1, 5, 1)",13
675,4,50,96,0.502,0.35543605294489106,"(100, 'matching', 5, 1, 5, 1)",13
676,100,50,0,,,"(100, 'matching', 5, 1, 5, 1)",14
677,74,50,26,0.516,0.38606546441233835,"(100, 'matching', 5, 1, 5, 1)",14
678,68,50,32,0.507,0.39979524529996713,"(100, 'matching', 5, 1, 5, 1)",14
679,58,50,42,0.505,0.46896192496419925,"(100, 'matching', 5, 1, 5, 1)",14
680,52,50,48,0.502,0.5245309176416367,"(100, 'matching', 5, 1, 5, 1)",14
681,46,50,54,0.507,0.4446937834840883,"(100, 'matching', 5, 1, 5, 1)",14
682,42,50,58,0.507,0.4230707222764856,"(100, 'matching', 5, 1, 5, 1)",14
683,38,50,62,0.508,0.4917915181126633,"(100, 'matching', 5, 1, 5, 1)",14
684,34,50,66,0.509,0.4654863176575109,"(100, 'matching', 5, 1, 5, 1)",14
685,32,50,68,0.506,0.4800540114483573,"(100, 'matching', 5, 1, 5, 1)",14
686,32,50,68,0.506,0.4800540114483573,"(100, 'matching', 5, 1, 5, 1)",14
687,26,50,74,0.509,0.46101394302587423,"(100, 'matching', 5, 1, 5, 1)",14
688,22,50,78,0.507,0.4623973710648549,"(100, 'matching', 5, 1, 5, 1)",14
689,22,50,78,0.507,0.4623973710648549,"(100, 'matching', 5, 1, 5, 1)",14
690,22,50,78,0.507,0.4623973710648549,"(100, 'matching', 5, 1, 5, 1)",14
691,22,50,78,0.507,0.4623973710648549,"(100, 'matching', 5, 1, 5, 1)",14
692,20,50,80,0.504,0.46029701356883584,"(100, 'matching', 5, 1, 5, 1)",14
693,18,50,82,0.505,0.45623105533562963,"(100, 'matching', 5, 1, 5, 1)",14
694,18,50,82,0.505,0.45623105533562963,"(100, 'matching', 5, 1, 5, 1)",14
695,18,50,82,0.505,0.45623105533562963,"(100, 'matching', 5, 1, 5, 1)",14
696,18,50,82,0.505,0.45623105533562963,"(100, 'matching', 5, 1, 5, 1)",14
697,18,50,82,0.505,0.45623105533562963,"(100, 'matching', 5, 1, 5, 1)",14
698,18,50,82,0.505,0.45623105533562963,"(100, 'matching', 5, 1, 5, 1)",14
699,18,50,82,0.505,0.45623105533562963,"(100, 'matching', 5, 1, 5, 1)",14
700,18,50,82,0.505,0.45623105533562963,"(100, 'matching', 5, 1, 5, 1)",14
701,18,50,82,0.505,0.45623105533562963,"(100, 'matching', 5, 1, 5, 1)",14
702,14,50,86,0.5,0.4708511199589954,"(100, 'matching', 5, 1, 5, 1)",14
703,14,50,86,0.5,0.4708511199589954,"(100, 'matching', 5, 1, 5, 1)",14
704,14,50,86,0.5,0.4708511199589954,"(100, 'matching', 5, 1, 5, 1)",14
705,12,50,88,0.5,0.4434680723053565,"(100, 'matching', 5, 1, 5, 1)",14
706,10,50,90,0.499,0.387048582869746,"(100, 'matching', 5, 1, 5, 1)",14
707,8,50,92,0.5,0.39079158811687315,"(100, 'matching', 5, 1, 5, 1)",14
708,8,50,92,0.5,0.39079158811687315,"(100, 'matching', 5, 1, 5, 1)",14
709,8,50,92,0.5,0.39079158811687315,"(100, 'matching', 5, 1, 5, 1)",14
710,8,50,92,0.5,0.39079158811687315,"(100, 'matching', 5, 1, 5, 1)",14
711,8,50,92,0.5,0.39079158811687315,"(100, 'matching', 5, 1, 5, 1)",14
712,8,50,92,0.5,0.39079158811687315,"(100, 'matching', 5, 1, 5, 1)",14
713,6,50,94,0.503,0.3715527990375602,"(100, 'matching', 5, 1, 5, 1)",14
714,6,50,94,0.503,0.3715527990375602,"(100, 'matching', 5, 1, 5, 1)",14
715,6,50,94,0.503,0.3715527990375602,"(100, 'matching', 5, 1, 5, 1)",14
716,6,50,94,0.503,0.3715527990375602,"(100, 'matching', 5, 1, 5, 1)",14
717,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
718,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
719,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
720,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
721,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
722,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
723,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
724,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
725,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
726,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
727,4,50,96,0.507,0.41985109456989655,"(100, 'matching', 5, 1, 5, 1)",14
728,100,50,0,,,"(100, 'matching', 5, 1, 5, 1)",15
729,78,50,22,0.45999999999999996,0.3327605571071385,"(100, 'matching', 5, 1, 5, 1)",15
730,64,50,36,0.457,0.5356279928462901,"(100, 'matching', 5, 1, 5, 1)",15
731,58,50,42,0.47300000000000003,0.5807632746316594,"(100, 'matching', 5, 1, 5, 1)",15
732,52,50,48,0.485,0.5211944043672698,"(100, 'matching', 5, 1, 5, 1)",15
733,46,50,54,0.48,0.4940436626452201,"(100, 'matching', 5, 1, 5, 1)",15
734,42,50,58,0.481,0.47593999481457927,"(100, 'matching', 5, 1, 5, 1)",15
735,38,50,62,0.484,0.4299494118467621,"(100, 'matching', 5, 1, 5, 1)",15
736,36,50,64,0.485,0.43254506403363413,"(100, 'matching', 5, 1, 5, 1)",15
737,28,50,72,0.485,0.4615163693315386,"(100, 'matching', 5, 1, 5, 1)",15
738,28,50,72,0.485,0.4615163693315386,"(100, 'matching', 5, 1, 5, 1)",15
739,28,50,72,0.485,0.4615163693315386,"(100, 'matching', 5, 1, 5, 1)",15
740,28,50,72,0.485,0.4615163693315386,"(100, 'matching', 5, 1, 5, 1)",15
741,28,50,72,0.485,0.4615163693315386,"(100, 'matching', 5, 1, 5, 1)",15
742,24,50,76,0.485,0.4483808393441042,"(100, 'matching', 5, 1, 5, 1)",15
743,22,50,78,0.484,0.4458504008181628,"(100, 'matching', 5, 1, 5, 1)",15
744,22,50,78,0.484,0.4458504008181628,"(100, 'matching', 5, 1, 5, 1)",15
745,20,50,80,0.481,0.45330408676964784,"(100, 'matching', 5, 1, 5, 1)",15
746,18,50,82,0.484,0.41608125203928503,"(100, 'matching', 5, 1, 5, 1)",15
747,18,50,82,0.484,0.41608125203928503,"(100, 'matching', 5, 1, 5, 1)",15
748,18,50,82,0.484,0.41608125203928503,"(100, 'matching', 5, 1, 5, 1)",15
749,16,50,84,0.485,0.4156517396417688,"(100, 'matching', 5, 1, 5, 1)",15
750,16,50,84,0.485,0.4156517396417688,"(100, 'matching', 5, 1, 5, 1)",15
751,14,50,86,0.487,0.4122900073315206,"(100, 'matching', 5, 1, 5, 1)",15
752,12,50,88,0.485,0.4249192721138878,"(100, 'matching', 5, 1, 5, 1)",15
753,12,50,88,0.485,0.4249192721138878,"(100, 'matching', 5, 1, 5, 1)",15
754,12,50,88,0.485,0.4249192721138878,"(100, 'matching', 5, 1, 5, 1)",15
755,12,50,88,0.485,0.4249192721138878,"(100, 'matching', 5, 1, 5, 1)",15
756,12,50,88,0.485,0.4249192721138878,"(100, 'matching', 5, 1, 5, 1)",15
757,12,50,88,0.485,0.4249192721138878,"(100, 'matching', 5, 1, 5, 1)",15
758,10,50,90,0.481,0.4496375018336249,"(100, 'matching', 5, 1, 5, 1)",15
759,10,50,90,0.481,0.4496375018336249,"(100, 'matching', 5, 1, 5, 1)",15
760,10,50,90,0.481,0.4496375018336249,"(100, 'matching', 5, 1, 5, 1)",15
761,10,50,90,0.481,0.4496375018336249,"(100, 'matching', 5, 1, 5, 1)",15
762,10,50,90,0.481,0.4496375018336249,"(100, 'matching', 5, 1, 5, 1)",15
763,8,50,92,0.483,0.45817692911366,"(100, 'matching', 5, 1, 5, 1)",15
764,8,50,92,0.483,0.45817692911366,"(100, 'matching', 5, 1, 5, 1)",15
765,8,50,92,0.483,0.45817692911366,"(100, 'matching', 5, 1, 5, 1)",15
766,8,50,92,0.483,0.45817692911366,"(100, 'matching', 5, 1, 5, 1)",15
767,8,50,92,0.483,0.45817692911366,"(100, 'matching', 5, 1, 5, 1)",15
768,8,50,92,0.483,0.45817692911366,"(100, 'matching', 5, 1, 5, 1)",15
769,8,50,92,0.483,0.45817692911366,"(100, 'matching', 5, 1, 5, 1)",15
770,8,50,92,0.483,0.45817692911366,"(100, 'matching', 5, 1, 5, 1)",15
771,6,50,94,0.48,0.4573518948089163,"(100, 'matching', 5, 1, 5, 1)",15
772,6,50,94,0.48,0.4573518948089163,"(100, 'matching', 5, 1, 5, 1)",15
773,6,50,94,0.48,0.4573518948089163,"(100, 'matching', 5, 1, 5, 1)",15
774,6,50,94,0.48,0.4573518948089163,"(100, 'matching', 5, 1, 5, 1)",15
775,6,50,94,0.48,0.4573518948089163,"(100, 'matching', 5, 1, 5, 1)",15
776,6,50,94,0.48,0.4573518948089163,"(100, 'matching', 5, 1, 5, 1)",15
777,6,50,94,0.48,0.4573518948089163,"(100, 'matching', 5, 1, 5, 1)",15
778,6,50,94,0.48,0.4573518948089163,"(100, 'matching', 5, 1, 5, 1)",15
779,6,50,94,0.48,0.4573518948089163,"(100, 'matching', 5, 1, 5, 1)",15
780,100,50,0,,,"(100, 'matching', 5, 1, 10, 1)",16
781,96,50,4,0.6940000000000001,0.9999999999999999,"(100, 'matching', 5, 1, 10, 1)",16
782,94,50,6,0.732,0.9574532680921469,"(100, 'matching', 5, 1, 10, 1)",16
783,90,50,10,0.748,0.7702683912598716,"(100, 'matching', 5, 1, 10, 1)",16
784,90,50,10,0.748,0.7702683912598716,"(100, 'matching', 5, 1, 10, 1)",16
785,90,50,10,0.748,0.7702683912598716,"(100, 'matching', 5, 1, 10, 1)",16
786,88,50,12,0.749,0.07579407834839359,"(100, 'matching', 5, 1, 10, 1)",16
787,88,50,12,0.749,0.07579407834839359,"(100, 'matching', 5, 1, 10, 1)",16
788,86,50,14,0.747,0.0789807694475626,"(100, 'matching', 5, 1, 10, 1)",16
789,84,50,16,0.749,-0.04639944864509458,"(100, 'matching', 5, 1, 10, 1)",16
790,82,50,18,0.745,-0.020470342691154927,"(100, 'matching', 5, 1, 10, 1)",16
791,80,50,20,0.749,0.006928128549417241,"(100, 'matching', 5, 1, 10, 1)",16
792,80,50,20,0.749,0.006928128549417241,"(100, 'matching', 5, 1, 10, 1)",16
793,78,50,22,0.751,-0.0018428269010252868,"(100, 'matching', 5, 1, 10, 1)",16
794,76,50,24,0.75,-0.1183223510158074,"(100, 'matching', 5, 1, 10, 1)",16
795,72,50,28,0.752,-0.09782307031305257,"(100, 'matching', 5, 1, 10, 1)",16
796,70,50,30,0.746,-0.08062406280507826,"(100, 'matching', 5, 1, 10, 1)",16
797,68,50,32,0.739,0.07233061173692787,"(100, 'matching', 5, 1, 10, 1)",16
798,68,50,32,0.739,0.07233061173692787,"(100, 'matching', 5, 1, 10, 1)",16
799,66,50,34,0.736,0.06770637142021146,"(100, 'matching', 5, 1, 10, 1)",16
800,62,50,38,0.739,0.056469501949957035,"(100, 'matching', 5, 1, 10, 1)",16
801,58,50,42,0.732,-0.031906080827573825,"(100, 'matching', 5, 1, 10, 1)",16
802,58,50,42,0.732,-0.031906080827573825,"(100, 'matching', 5, 1, 10, 1)",16
803,58,50,42,0.732,-0.031906080827573825,"(100, 'matching', 5, 1, 10, 1)",16
804,56,50,44,0.732,-0.08100861906329289,"(100, 'matching', 5, 1, 10, 1)",16
805,54,50,46,0.729,-0.06485409486310872,"(100, 'matching', 5, 1, 10, 1)",16
806,52,50,48,0.726,-0.032995707031595614,"(100, 'matching', 5, 1, 10, 1)",16
807,46,50,54,0.726,-0.11283499006968419,"(100, 'matching', 5, 1, 10, 1)",16
808,42,50,58,0.721,-0.16596925953721206,"(100, 'matching', 5, 1, 10, 1)",16
809,40,50,60,0.72,-0.1668543437309306,"(100, 'matching', 5, 1, 10, 1)",16
810,38,50,62,0.7230000000000001,-0.12829035615883477,"(100, 'matching', 5, 1, 10, 1)",16
811,38,50,62,0.7230000000000001,-0.12829035615883477,"(100, 'matching', 5, 1, 10, 1)",16
812,38,50,62,0.7230000000000001,-0.12829035615883477,"(100, 'matching', 5, 1, 10, 1)",16
813,38,50,62,0.7230000000000001,-0.12829035615883477,"(100, 'matching', 5, 1, 10, 1)",16
814,36,50,64,0.721,-0.13519449254424337,"(100, 'matching', 5, 1, 10, 1)",16
815,34,50,66,0.718,-0.10305944128720848,"(100, 'matching', 5, 1, 10, 1)",16
816,34,50,66,0.718,-0.10305944128720848,"(100, 'matching', 5, 1, 10, 1)",16
817,28,50,72,0.721,-0.12966331526088654,"(100, 'matching', 5, 1, 10, 1)",16
818,26,50,74,0.721,-0.12672995065273263,"(100, 'matching', 5, 1, 10, 1)",16
819,24,50,76,0.721,-0.13899912279496182,"(100, 'matching', 5, 1, 10, 1)",16
820,24,50,76,0.721,-0.13899912279496182,"(100, 'matching', 5, 1, 10, 1)",16
821,24,50,76,0.721,-0.13899912279496182,"(100, 'matching', 5, 1, 10, 1)",16
822,22,50,78,0.721,-0.14104640681537692,"(100, 'matching', 5, 1, 10, 1)",16
823,22,50,78,0.721,-0.14104640681537692,"(100, 'matching', 5, 1, 10, 1)",16
824,22,50,78,0.721,-0.14104640681537692,"(100, 'matching', 5, 1, 10, 1)",16
825,18,50,82,0.7190000000000001,-0.13313608096569773,"(100, 'matching', 5, 1, 10, 1)",16
826,18,50,82,0.7190000000000001,-0.13313608096569773,"(100, 'matching', 5, 1, 10, 1)",16
827,14,50,86,0.7150000000000001,-0.136344486787707,"(100, 'matching', 5, 1, 10, 1)",16
828,12,50,88,0.7150000000000001,-0.14116850873173342,"(100, 'matching', 5, 1, 10, 1)",16
829,12,50,88,0.7150000000000001,-0.14116850873173342,"(100, 'matching', 5, 1, 10, 1)",16
830,10,50,90,0.716,-0.14449590171285254,"(100, 'matching', 5, 1, 10, 1)",16
831,10,50,90,0.716,-0.14449590171285254,"(100, 'matching', 5, 1, 10, 1)",16
832,100,50,0,,,"(100, 'matching', 5, 1, 10, 1)",17
833,96,50,4,0.741,-1.0,"(100, 'matching', 5, 1, 10, 1)",17
834,90,50,10,0.746,-0.26457176580738767,"(100, 'matching', 5, 1, 10, 1)",17
835,86,50,14,0.747,-0.35131370070643503,"(100, 'matching', 5, 1, 10, 1)",17
836,84,50,16,0.758,0.09484826796033541,"(100, 'matching', 5, 1, 10, 1)",17
837,84,50,16,0.758,0.09484826796033541,"(100, 'matching', 5, 1, 10, 1)",17
838,84,50,16,0.758,0.09484826796033541,"(100, 'matching', 5, 1, 10, 1)",17
839,84,50,16,0.758,0.09484826796033541,"(100, 'matching', 5, 1, 10, 1)",17
840,78,50,22,0.754,0.35901286984582875,"(100, 'matching', 5, 1, 10, 1)",17
841,76,50,24,0.756,0.3631603151104349,"(100, 'matching', 5, 1, 10, 1)",17
842,76,50,24,0.756,0.3631603151104349,"(100, 'matching', 5, 1, 10, 1)",17
843,76,50,24,0.756,0.3631603151104349,"(100, 'matching', 5, 1, 10, 1)",17
844,74,50,26,0.754,0.3690745724593479,"(100, 'matching', 5, 1, 10, 1)",17
845,74,50,26,0.754,0.3690745724593479,"(100, 'matching', 5, 1, 10, 1)",17
846,72,50,28,0.749,0.3211137821613955,"(100, 'matching', 5, 1, 10, 1)",17
847,70,50,30,0.744,0.205258193065979,"(100, 'matching', 5, 1, 10, 1)",17
848,68,50,32,0.747,0.21304640756959198,"(100, 'matching', 5, 1, 10, 1)",17
849,68,50,32,0.747,0.21304640756959198,"(100, 'matching', 5, 1, 10, 1)",17
850,66,50,34,0.741,0.245867923142249,"(100, 'matching', 5, 1, 10, 1)",17
851,64,50,36,0.739,0.2032867267432209,"(100, 'matching', 5, 1, 10, 1)",17
852,62,50,38,0.738,0.13880742786210962,"(100, 'matching', 5, 1, 10, 1)",17
853,60,50,40,0.737,0.09511235123650451,"(100, 'matching', 5, 1, 10, 1)",17
854,58,50,42,0.737,0.04939279116623378,"(100, 'matching', 5, 1, 10, 1)",17
855,58,50,42,0.737,0.04939279116623378,"(100, 'matching', 5, 1, 10, 1)",17
856,58,50,42,0.737,0.04939279116623378,"(100, 'matching', 5, 1, 10, 1)",17
857,58,50,42,0.737,0.04939279116623378,"(100, 'matching', 5, 1, 10, 1)",17
858,54,50,46,0.741,0.08597453447027555,"(100, 'matching', 5, 1, 10, 1)",17
859,52,50,48,0.741,0.06217495571561032,"(100, 'matching', 5, 1, 10, 1)",17
860,50,50,50,0.737,0.07338026897759581,"(100, 'matching', 5, 1, 10, 1)",17
861,50,50,50,0.737,0.07338026897759581,"(100, 'matching', 5, 1, 10, 1)",17
862,48,50,52,0.733,0.1321308747005509,"(100, 'matching', 5, 1, 10, 1)",17
863,48,50,52,0.733,0.1321308747005509,"(100, 'matching', 5, 1, 10, 1)",17
864,44,50,56,0.731,0.06954844656989023,"(100, 'matching', 5, 1, 10, 1)",17
